Date,Price,Daily_Return,F_Tech,F_Sent,Composite_Score,Signal,Signal_Delayed,B&H_Cum,Strategy_Cum
2025-12-03,4.527417182922363,-0.0045006048162814505,-0.04746619121850006,-2.1636131168619905,0.8369655320136963,1,1.0,0.1181223018287052,0.08560106400802359
2025-12-04,4.539113521575928,0.002583446185980831,0.28585611014712603,-1.8422448727039145,0.9084116151698414,1,1.0,0.12101091062482472,0.08840565593633176
2025-12-05,4.579075336456299,0.008803880909877826,0.9905453331379908,-1.6079796968561861,1.237519078625269,1,1.0,0.13088015718063928,0.09798784971283259
2025-12-08,4.6122145652771,0.007237100590366641,1.5620594005945534,-1.514002596814292,1.5428366790824488,1,1.0,0.13906445063380524,0.10593409822820465
2025-12-09,4.588822364807129,-0.0050717936338170455,1.219060107102762,-1.3499709797778345,1.271424456172791,1,1.0,0.13328735080457332,0.10032502870938975
2025-12-10,4.582974433898926,-0.0012743859847468286,1.1479937863009289,-1.2132501178356045,1.174096318914799,1,1.0,0.13184310528801713,0.09892278991413628
2025-12-11,4.549835205078125,-0.007230943418684466,0.8360931368754216,-1.095733012157486,0.9399490869882473,1,1.0,0.12365881183485139,0.09097654139876421
2025-12-12,4.57517671585083,0.00556976453661906,1.1835659537176817,-0.9921975400842568,1.1070185882643118,1,1.0,0.12991732683626855,0.09705302384933034
2025-12-15,4.5488600730896,-0.0057520494607467,0.76786019324924,0.5574671075031755,0.23772927294827376,1,1.0,0.12341798648575164,0.09074272059508726
2025-12-16,4.503049850463867,-0.010070703844406892,0.11193081453041284,0.6263507378034148,-0.18338180640311824,0,1.0,0.11210437665037376,0.07975817368553151
2025-12-17,4.580049991607666,0.01709955334735347,1.127463068596777,0.7050631714161982,0.3944525725915869,1,0.0,0.13112086476673213,0.07975817368553151
2025-12-18,4.549835205078125,-0.006597042954750609,0.6356417649214519,0.7970432002496441,0.06256777885301346,1,1.0,0.12365881183485139,0.07263496263298497
2025-12-19,4.569328784942627,0.004284458444284933,0.7723007247747355,0.907685961833592,0.10030605013140453,1,1.0,0.12847308131971236,0.07723062255627311
2025-12-22,4.610265254974365,0.008958967926894879,1.3063579107226804,-2.1463878158463396,1.642369872772144,1,1.0,0.13858303546161999,0.08688149715362381
2025-12-23,4.620012283325195,0.00211420120356709,1.3240284399516153,-1.848399732371171,1.5337769569194375,1,1.0,0.14099022908555403,0.08917938332304076
2025-12-24,4.636581897735596,0.0035864870901327617,1.4436929920469506,-1.6300106739594291,1.518220064811942,1,1.0,0.1450823758121369,0.0930857111201675
2025-12-25,4.6453537940979,0.0018918885842582611,1.4120993137427287,-1.4605934866804628,1.4314969829178223,1,1.0,0.1472487440869712,0.09515370749865149
2025-12-26,4.662898540496826,0.00377683749754798,1.5610947331434284,-1.3246300648646079,1.4665088658319,1,1.0,0.1515817161626536,0.0992899250867112
2025-12-29,4.642430305480957,-0.004389594763451243,0.8450198284435159,-2.8220368203023733,1.6358266251870588,1,1.0,0.14652673909169978,0.09446448778803584
2025-12-30,4.652176856994629,0.00209945026038727,0.8753320399880052,-2.2637599742616867,1.4307032136974778,1,1.0,0.14893381495262692,0.09676226154190704
2025-12-31,4.632683277130127,-0.004190206104308536,0.10291897051517021,-1.9124823181076522,0.826744309552163,1,1.0,0.14411954546776595,0.09216660161861889
2026-01-05,4.72137975692749,0.01914581129153059,2.240947268501562,-1.9469904844242731,2.1233645548706463,1,1.0,0.16602464238024361,0.11307701727212116
2026-01-06,4.79448127746582,0.015483084246945111,2.872267240257391,-1.686633576197839,2.3980137746335703,1,1.0,0.18407830015223103,0.1303108825038839
2026-01-07,4.776937007904053,-0.003659263337668306,1.942722631943441,-1.4881095222394556,1.760877388061847,1,1.0,0.17974544583955532,0.12617477733136995
2026-01-08,4.739898681640625,-0.007753572258152652,0.9659637935699699,-1.328116585027989,1.1108249101531775,1,1.0,0.17059820427901173,0.1174428998200221
2026-01-09,4.76134204864502,0.004524013791149972,1.0866772263231748,-1.1940575914280471,1.1296293723651236,1,1.0,0.1758940066990653,0.12249822690963041
2026-01-12,4.788633346557617,0.005731849893112262,1.2334100116423152,-0.8948137577454977,1.0979715100835883,1,1.0,0.18263405463567461,0.1289322182515611
2026-01-13,4.772063255310059,-0.003460296508077887,0.6678950995436216,-0.8104243589129204,0.7249068032913412,1,1.0,0.17854179014608484,0.1250257780388886
2026-01-14,4.742823123931885,-0.00612735620082927,-0.12176011830854078,-0.7307670739643333,0.21925075860060889,1,1.0,0.17132044480029673,0.11813234436172926
2026-01-15,4.7515950202941895,0.0018495094868797857,-0.34805756264902016,-0.6555046601773928,0.05336732648154505,1,1.0,0.17348681307513103,0.12020034074021346
2026-01-16,4.736000061035156,-0.003282047226757956,-0.882763197879502,-0.5837178375058594,-0.29617078372535743,0,1.0,0.1696353739346408,0.11652379031847371
2026-01-19,4.73799991607666,0.00042226668406475376,-1.1286994715534984,-0.8917754292993806,-0.3205095112123467,0,0.0,0.17012927198555694,0.11652379031847371
2026-01-20,4.723999977111816,-0.0029548204332676686,-1.5998449130105443,-0.8993891165462615,-0.6001513011878219,0,0.0,0.1666717501031294,0.11652379031847371
2026-01-21,4.730000019073486,0.001270118965017053,-1.4687642381406667,-0.821834100218198,-0.5525249027971207,0,0.0,0.16815356201888498,0.11652379031847371
2026-01-22,4.727000236511231,-0.0006342034989764711,-1.4980580656181903,-0.7541462087522237,-0.5971763558700246,0,0.0,0.16741271494251087,0.11652379031847371
2026-01-23,4.703999996185303,-0.004865715924504355,-1.7698180718313208,-0.7008742690376676,-0.7815411354837253,0,0.0,0.16173241630494628,0.11652379031847371
2026-01-26,4.711999893188477,0.0017006583779042295,-1.4971359517721097,-2.019035219786233,-0.0906674831487726,0,0.0,0.16370812627161824,0.11652379031847371
2026-01-27,4.710000038146973,-0.0004244174632505038,-1.40174555242557,-2.4512843409714913,0.13946640493325457,1,0.0,0.16321422822070208,0.11652379031847371
2026-01-28,4.724999904632568,0.003184685002995735,-1.125073350136208,-2.0572774805321417,0.14786698213113192,1,1.0,0.1669186991285878,0.12007956688898891
2026-01-29,4.76800012588501,0.009100576110124825,-0.5023604258724635,-1.7863442112386188,0.4131214289719694,1,1.0,0.1775383315643353,0.13027293623685776
2026-01-30,4.710999965667725,-0.011954731273566166,-1.3399098135923366,-1.5843269053826374,-0.1702151260023469,0,1.0,0.16346117724616027,0.11676082701836155
2026-02-02,4.599999904632568,-0.023561889586943274,-2.3346944931517584,-0.9622341005179051,-1.015923055683893,0,0.0,0.13604783344919125,0.11676082701836155
2026-02-03,4.664000034332275,0.013913071962295964,-1.3277255876534928,-0.8771203017908029,-0.4457872318757744,0,0.0,0.15185374870858026,0.11676082701836155
2026-02-04,4.706999778747559,0.009219499163541256,-0.6250147940690596,-0.7988410976196654,-0.05547243739356955,0,0.0,0.16247326338132084,0.11676082701836155
2026-02-05,4.678999900817871,-0.00594856155636736,-0.8982851143954466,-0.72583614823077,-0.24863660934495996,0,0.0,0.15555821961646576,0.11676082701836155
2026-02-06,4.64900016784668,-0.006411569482176693,-1.1660200836780177,-0.656857983042547,-0.43686885698979183,0,0.0,0.1481492778006943,0.11676082701836155
2026-02-09,4.727000236511231,0.016777815841783283,0.2279968577163674,-0.33529572345411135,0.270916404011465,1,0.0,0.16741271494251087,0.11676082701836155
2026-02-10,4.732999801635742,0.001269211936604231,0.510336429461345,-0.25964870219421365,0.4100613385544925,1,1.0,0.16889440909525955,0.11817823319034537
2026-02-11,4.7230000495910645,-0.0021127725467517955,0.41793249454012593,-0.1760697452107635,0.32118739480838093,1,1.0,0.16642480107767144,0.1158157769168855
2026-02-12,4.727000236511231,0.0008469588986164123,0.6309750161270743,-0.07772068922871522,0.4096732853677307,1,1.0,0.1674127149425111,0.11676082701836177
2026-02-13,4.671000003814697,-0.01184688595189598,-0.5209658648986946,0.05173061316114751,-0.3332717642036757,0,1.0,0.1535825096497938,0.10353068886513017
2026-02-24,4.716000080108643,0.00963392769368343,0.6507396423415753,2.792176979561322,-0.7264270064195837,0,0.0,0.1646960401364579,0.10353068886513017
2026-02-25,4.75,0.007209482466882022,1.3828613628064117,2.3432383732500486,-0.10757853161617248,0,0.0,0.17309289581706855,0.10353068886513017
2026-02-26,4.735000133514404,-0.0031578666285464463,0.9884178073076367,2.038913064088504,-0.2225145412508196,0,0.0,0.16938842490918282,0.10353068886513017
2026-02-27,4.724999904632568,-0.002111980696907323,0.734874808232344,1.8133740875493403,-0.2844247500803298,0,0.0,0.1669186991285878,0.10353068886513017
2026-03-02,4.738999843597412,0.002962950105272588,0.9430283896876593,2.585244630179789,-0.4682808182593201,0,0.0,0.17037622101101535,0.10353068886513017
2026-03-03,4.677999973297119,-0.012871886962120604,-0.4043496767887066,2.1309625568891297,-1.094994828828876,0,0.0,0.15531127059100758,0.10353068886513017
2026-03-04,4.610000133514404,-0.014536092383683252,-1.6328191288936325,1.8283065068582178,-1.7110140800794666,0,0.0,0.13851755922978626,0.10353068886513017
2026-03-05,4.65399980545044,0.009544397106664215,-0.5795487636124419,1.6056810487931896,-0.990001677684741,0,0.0,0.14938402292798547,0.10353068886513017
2026-03-06,4.666999816894531,0.0027932986651324487,-0.14463752203705024,1.4314967558590506,-0.6593812155658504,0,0.0,0.15259459578495482,0.10353068886513017
2026-03-09,4.629000186920166,-0.008142196585653738,-0.8326008603304392,1.7507550866848443,-1.1998625508722012,0,0.0,0.14320994400251164,0.10353068886513017
2026-03-10,4.683000087738037,0.011665564622454383,0.11770126452297017,1.545118062142369,-0.5474264661431656,0,0.0,0.15654613348130542,0.10353068886513017
2026-03-11,4.710999965667725,0.005979047064936571,0.7002895695156781,1.3817393455847802,-0.1325219965245052,0,0.0,0.1634611772461605,0.10353068886513017
