date,Benchmark,strategy_return_raw,Strategy,gross_strategy_return,fee,turnover,selected_count,selected_codes,avg_selected_prob,strategy_config,strategy_cumulative,benchmark_cumulative,excess_cumulative
2024-11-21,0.0016992794652542775,0.003392204000214845,0.005323628305762742,0.0034952993219637945,0.00010309532174894948,0.10309532174894948,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.045415301350738124,0.023296622829174884,-0.06871192417991301
2024-11-22,-0.02963143061839994,-0.05498624433380769,0.003392204000214845,-0.05488830377814619,9.7940555661502e-05,0.097940555661502,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.042177155317436266,-0.007025120052230771,-0.035152035265205495
2024-11-25,-0.006543850568902702,-0.012553490952964673,-0.05498624433380769,-0.012460447425086247,9.304352787842685e-05,0.09304352787842685,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.09484423628365446,-0.01352299928528311,-0.08132123699837135
2024-11-26,-0.0028435136579336717,-0.000850277826039345,-0.012553490952964673,-0.0007618864745548395,8.839135148450555e-05,0.08839135148450555,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.10620710097449138,-0.016328060110052833,-0.08987904086443854
2024-11-27,0.016871509509607446,0.024684310026246475,-0.000850277826039345,0.024768281810156754,8.397178391028026e-05,0.08397178391028026,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.10696707325760413,0.00026797037813452995,-0.10723504363573866
2024-11-28,-0.008066990014735015,-0.010819066687382311,0.024684310026246475,-0.010739293492667544,7.977319471476624e-05,0.07977319471476624,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.08492317163024865,-0.007801181350965081,-0.07712199027928357
2024-11-29,0.01103832840968555,0.021970961574752063,-0.010819066687382311,0.02264674610973109,0.0006757845349790279,0.6757845349790279,1,159352,0.9349993283254759,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.09482344886045924,0.0031510350569849965,-0.09797448391744423
2024-12-02,0.008178972201820095,0.01510821450564292,0.021970961574752063,0.015503498185955158,0.000395283680312238,0.395283680312238,1,510050,0.5262519712971762,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.07493584963700572,0.011355779486943218,-0.08629162912394894
2024-12-03,0.000857370529884785,0.005048050764623195,0.01510821450564292,0.005249285395093493,0.000201234630470298,0.201234630470298,1,510050,0.5262519712971762,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06095978202184127,0.012222886127503996,-0.07318266814934526
2024-12-04,-0.00513526947122965,-0.009028553559959353,0.005048050764623195,-0.008907094607343102,0.00012145895261625189,0.12145895261625189,1,510050,0.5911382120555507,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.05621945933146477,0.007024848842293485,-0.06324430817375826
2024-12-05,-0.0016674609088351972,-0.005353708074952972,-0.009028553559959353,-0.005238178104313004,0.0001155299706399684,0.1155299706399684,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.064740432491738,0.005345674272623224,-0.07008610676436122
2024-12-06,0.01263542535971024,0.03166770461504106,-0.005353708074952972,0.03237745808714903,0.0007097534721079699,0.7097534721079699,1,159361,0.5351708480442483,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06974753919048393,0.018048644500602506,-0.08779618369108644
2024-12-09,-0.000895895217198156,-0.0015222521803993955,0.03166770461504106,-0.0013547830455253583,0.00016746913487403716,0.16746913487403714,1,510050,0.5911382120555507,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.04028857904415306,0.017136579589119405,-0.057425158633272466
2024-12-10,0.007567613703032744,0.020915730107761817,-0.0015222521803993955,0.021032584092042023,0.00011685398428020655,0.11685398428020655,1,510050,0.5351708480442483,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.04174950184725723,0.024833876306673774,-0.066583378153931
2024-12-11,-0.001868609873406868,-0.008612592135322223,0.020915730107761817,-0.008041216068904481,0.0005713760664177407,0.5713760664177407,1,159351,0.5332550880032175,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.0217069930522662,0.02291886160680523,-0.04462585465907143
2024-12-12,0.009636269853204954,0.03200972299397026,-0.008612592135322223,0.03261743050779008,0.0006077075138198178,0.6077075138198178,1,510300,0.5708104798533669,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.030132631709944957,0.03277598379518154,-0.0629086155051265
2024-12-13,-0.0228551731493951,-0.07186441207543574,0.03200972299397026,-0.07170018592077429,0.00016422615466145073,0.1642261546614507,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,0.0009125540899106444,0.009171709861005795,-0.00825915577109515
2024-12-16,-0.006102560484986738,-0.016642163815160038,-0.07186441207543574,-0.01648614896823166,0.00015601484692837818,0.15601484692837816,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.07101743814868355,0.003013178461841459,-0.07403061661052501
2024-12-17,0.001535519465967583,0.006140190564213351,-0.016642163815160038,0.00628840466879531,0.00014821410458195925,0.14821410458195924,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.08647771812444016,0.004553324721991769,-0.09103104284643193
2024-12-18,0.005263864879318514,0.01408910174344269,0.006140190564213351,0.014229905142795552,0.00014080339935286133,0.14080339935286132,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.08086851722906918,0.009841157687398683,-0.09070967491646786
2024-12-19,0.0014657824728723928,0.0016287311318300157,0.01408910174344269,0.0017624943612152338,0.00013376322938521824,0.13376322938521823,0,,,ema_ab0.6_as0.05_top1_p0.49_sent1.6_trend_fee0.001,-0.06791878025270814,0.011321365156721885,-0.07924014540943003
