code,name,family_id,start_date,end_date,history_rows,history_years,trailing_horizon_return,price_max_drawdown,horizon_days,observations,win_rate,avg_forward_return,median_forward_return,volatility,sharpe_like,best_forward_return,worst_forward_return,positive_avg_return,negative_avg_return
510350,沪深300ETF工银,CSI_300,2019-08-16,2026-06-03,1316,6.798083504449007,0.09338111298482299,-0.3666462293071735,120,1196,0.5551839464882943,0.03986945802323541,0.0210517995243652,0.12882889129115266,0.4484734216763127,0.3699530516431926,-0.2946145723336854,0.13188488320420336,-0.07497686212744638
159919,沪深300ETF嘉实,CSI_300,2012-05-28,2026-06-03,2410,14.015058179329227,0.300804828973843,-0.49836065573770494,250,2160,0.6532407407407408,0.16304809064466644,0.12206696154266516,0.34286043215316925,0.4774507888999731,1.918158567774936,-0.44983606557377054,0.313763757659809,-0.12087688419961413
510300,沪深300ETF华泰柏瑞,CSI_300,2012-05-28,2026-06-02,2410,14.012320328542094,0.29621848739495804,-0.5297225891677675,250,2160,0.6481481481481481,0.18720143923151708,0.1274274766360718,0.4125450729345532,0.4555835608474382,2.393712574850299,-0.4735799207397622,0.35813777266641383,-0.12768128025381908
510310,沪深300ETF易方达,CSI_300,2014-05-23,2026-06-03,2261,12.030116358658454,0.3069603045133227,-0.48627935723114957,250,2011,0.6335156638488314,0.11937016287976582,0.1180679785330947,0.2714926440439818,0.4414362414600779,1.8110566829951016,-0.4351599305727747,0.2567634050455816,-0.11813185953441231
510330,沪深300ETF华夏,CSI_300,2014-05-23,2026-06-03,2261,12.030116358658454,0.2981927710843373,-0.5243138102442186,250,2011,0.6315266036797613,0.1333044563884759,0.11355735805330247,0.3286234677524859,0.4072643166303478,2.395262768319763,-0.46401556083855633,0.282084830749958,-0.12169024730799141
510350,沪深300ETF工银,CSI_300,2019-08-16,2026-06-03,1316,6.798083504449007,0.30654911838790944,-0.3666462293071735,250,1066,0.5619136960600375,0.06848495892896271,0.0881260581707346,0.1695352945755421,0.40556954961960234,0.5089672232529374,-0.24116084201921106,0.2007888071934149,-0.10121526614685498
159922,中证500ETF嘉实,CSI_500,2014-05-23,2026-06-03,2261,12.030116358658454,-0.02008733624454151,-0.654025974025974,5,2256,0.5540780141843972,0.003258805223372031,0.004518404659544117,0.043694287081772074,0.5294793343478569,0.3412217941662079,-0.30203045685279184,0.02976250367017613,-0.0296732256498935
510500,中证500ETF南方,CSI_500,2014-05-21,2026-06-02,2260,12.032854209445585,-0.039533820840950695,-0.6479197994987469,5,2255,0.5560975609756098,0.00318733412297097,0.004330297147976614,0.042547618868786205,0.5318235934671953,0.32351608518350705,-0.2737572581787282,0.029162151733542474,-0.029352547279283443
510510,中证500ETF广发,CSI_500,2013-05-24,2026-06-03,3165,13.026694045174539,-0.01906857352401914,-0.6485652576365319,5,3160,0.5449367088607595,0.0021400193347890974,0.0033493994824929096,0.0372239135036912,0.4081416679866063,0.32537517053206,-0.26381104883907136,0.025365087722095604,-0.025671919304252493
510580,中证500ETF易方达,CSI_500,2015-09-14,2026-06-03,1909,10.718685831622176,-0.017206248585012407,-0.47492163009404387,5,1904,0.5409663865546218,0.0022374766797086877,0.0026186590601263715,0.03607748266821633,0.44028871986602597,0.3503618561089825,-0.1650658128779794,0.02524245522584824,-0.02487365364354502
512500,中证500ETF华夏,CSI_500,2015-05-29,2026-06-03,2012,11.014373716632443,-0.01803313063535339,-0.6391194514615662,5,2007,0.5301444942700548,0.00058686521682475,0.0019579050416054233,0.04053103039866961,0.10279358043979774,0.30643910007757946,-0.287143571785893,0.026168905134447383,-0.02827770580369538
159922,中证500ETF嘉实,CSI_500,2014-05-23,2026-06-03,2261,12.030116358658454,-0.021795989537924942,-0.654025974025974,20,2241,0.5519857206604195,0.01352851123544271,0.008282476024411567,0.08974699613612369,0.5350758594351913,0.3731343283582089,-0.46749654218533887,0.07012056979305108,-0.05619696330216838
