period,family_id,horizon_days,period_start_date,period_end_date,observations,win_rate,avg_forward_return,median_forward_return,volatility,sharpe_like,best_forward_return,worst_forward_return,positive_avg_return,negative_avg_return
2014,ALL,250,2014-01-02,2014-12-31,1159,0.99137187230371,0.7896392842005641,0.596861798430899,0.5249443734199636,1.5102391596293296,2.395262768319763,-0.11027027027027025,0.7969555124110966,-0.050995337189627496
2014,CSI_300,5,2014-05-23,2014-12-31,608,0.6825657894736842,0.023179663126464994,0.013536272212330114,0.04286219707320922,3.839263848299179,0.2239532619279454,-0.05407493240633454,0.04118167784612833,-0.015529332255194483
2014,CSI_300,20,2014-05-23,2014-12-31,608,0.9029605263157895,0.09381288572373504,0.05980177514792895,0.10303478465083506,3.2319445428370215,0.4594137542277339,-0.04252252252252253,0.10497951270856672,-0.01009352469444444
2014,CSI_300,60,2014-05-23,2014-12-31,608,1.0,0.29248296269431934,0.2189246195363208,0.16903955797556813,3.5459848032066716,0.7226233453670277,0.05005624296962874,0.29248296269431934,
2014,CSI_300,120,2014-05-23,2014-12-31,608,1.0,0.7794290297463704,0.7571159077448117,0.249273974681833,4.531158830916144,1.446306641837368,0.2209480122324159,0.7794290297463704,
2014,CSI_300,250,2014-05-23,2014-12-31,608,0.9835526315789473,0.8117111651442541,0.6468197327804839,0.547323924117366,1.4889748210355251,2.395262768319763,-0.11027027027027025,0.8261376952836167,-0.050995337189627496
2014,CSI_500,5,2014-01-02,2014-12-31,551,0.676950998185118,0.010792169324800127,0.014264036418816461,0.026563960164874927,2.884238691608736,0.08916816277678041,-0.07634408602150544,0.025581372958941535,-0.020198689975956877
2014,CSI_500,20,2014-01-02,2014-12-31,551,0.8457350272232305,0.044646005970962604,0.05092966855295056,0.045145585116345505,3.510367615884443,0.16551724137931045,-0.07883082373782102,0.058279247237558306,-0.03009623438472679
2014,CSI_500,60,2014-01-02,2014-12-31,551,0.9219600725952813,0.1594772387536122,0.16666666666666652,0.09647129327397842,3.387858415370151,0.4901162790697675,-0.12118644067796613,0.17690992614194279,-0.046471719229456254
2014,CSI_500,120,2014-01-02,2014-12-31,551,1.0,0.5010647339436752,0.39784117193523527,0.2779206020467865,2.6126590761287294,1.2375523499302004,0.026204564666103103,0.5010647339436752,
